,AUC Article Title,Titles,Journals,doi,Cross Ref Links,links,CiteScore,Open Access,ISSN,resurchify Links,Impact factor,H-Index
2343,Visible light driven photocatalytic activity of unsubstituted and Ag1<sup>+</sup> / Al<sup>3+</sup>-substituted CuO nanoflakes,Relaxor behavior and Raman spectra of CuO-doped Pb(Mg1/3Nb2/3)O3-PbTiO3 ferroelectric ceramics,Journal of Advanced Ceramics,10.1007/s40145-014-0106-0,https://api.crossref.org/works/10.1007/s40145-014-0106-0.xml,https://journalsearches.com/journal.php?title=Journal of Advanced Ceramics,5.6, YES,22264108,https://www.resurchify.com/find/?query=22264108,10.27,34
2344,Visible light driven photocatalytic activity of unsubstituted and Ag1<sup>+</sup> / Al<sup>3+</sup>-substituted CuO nanoflakes,"Volume 4,Issue 5,2018",Journal of Nanoscience and Technology,10.30799/jnst.177.18040521,https://api.crossref.org/works/10.30799/jnst.177.18040521.xml,https://journalsearches.com/journal.php?title=Journal of Nanoscience and Technology,,,,https://www.resurchify.com/find/?query=,,
2345,Visible light driven photocatalytic activity of unsubstituted and Ag1<sup>+</sup> / Al<sup>3+</sup>-substituted CuO nanoflakes,Synthesis And Doping Feasibility Of Composite-hydroxide-mediated Approach For The Cu1-xZnxO Nanomaterials,Advanced Materials Letters,10.5185/amlett.2016.6384,https://api.crossref.org/works/10.5185/amlett.2016.6384.xml,https://journalsearches.com/journal.php?title=Advanced Materials Letters,,,09763961,https://www.resurchify.com/find/?query=09763961,,
2346,Visible light driven photocatalytic activity of unsubstituted and Ag1<sup>+</sup> / Al<sup>3+</sup>-substituted CuO nanoflakes,Characterisation and Optical Studies of Copper Oxide Nanostructures Doped with Lanthanum Ions,Advances in Materials Science,10.2478/adms-2014-0021,https://api.crossref.org/works/10.2478/adms-2014-0021.xml,https://journalsearches.com/journal.php?title=Advances in Materials Science,"Materials Science, Multidisciplinary",English,,https://www.resurchify.com/find/?query=,,
2347,Nanocrystalline transition metal oxides and their composites with reduced graphene oxide and carbon nanotubes for photocatalytic applications,Combinatorial Electrochemical Synthesis and Characterization of Tungsten-Based Mixed-Metal Oxides,Journal of Combinatorial Chemistry,10.1021/cc020014w,https://api.crossref.org/works/10.1021/cc020014w.xml,https://journalsearches.com/journal.php?title=Journal of Combinatorial Chemistry,,,15204766,https://www.resurchify.com/find/?query=15204766,,
2348,Nanocrystalline transition metal oxides and their composites with reduced graphene oxide and carbon nanotubes for photocatalytic applications,"Structural study, photoluminescence and photocatalytic properties of La 2 O 3 ⋅ Fe 3 O 4 ⋅ ZnO,AgO ⋅ NiO ⋅ ZnO and La 2 O 3 ⋅ AgO ⋅ ZnO nanocomposites",Nano-Structures & Nano-Objects,10.1016/j.nanoso.2017.03.001,https://api.crossref.org/works/10.1016/j.nanoso.2017.03.001.xml,https://journalsearches.com/journal.php?title=Nano-Structures & Nano-Objects,,,,https://www.resurchify.com/find/?query=,,
2349,Nanocrystalline transition metal oxides and their composites with reduced graphene oxide and carbon nanotubes for photocatalytic applications,"Green synthesis, morphological and optical studies of CuO nanoparticles",Journal of Molecular Structure,10.1016/j.molstruc.2017.09.005,https://api.crossref.org/works/10.1016/j.molstruc.2017.09.005.xml,https://journalsearches.com/journal.php?title=Journal of Molecular Structure,4.6, NO,00222860,https://www.resurchify.com/find/?query=00222860,,
2350,Enhanced electrochemical energy storage properties of carbon coated Co<sub>3</sub>O<sub>4</sub> nanoparticles-reduced graphene oxide ternary nano-hybrids,"
                    Synthesis of an ultra-fine Co
                    3
                    O
                    4
                    / graphene composite by one-step hydrothermal process and its effective catalytic performance on thermal decomposition of ammonium perchlorate
                  ",Ferroelectrics,10.1080/00150193.2018.1450559,https://api.crossref.org/works/10.1080/00150193.2018.1450559.xml,https://journalsearches.com/journal.php?title=Ferroelectrics,1.1, NO,00150193,https://www.resurchify.com/find/?query=00150193,,
2351,Enhanced electrochemical energy storage properties of carbon coated Co<sub>3</sub>O<sub>4</sub> nanoparticles-reduced graphene oxide ternary nano-hybrids,Synthesis of CeO2/reduced graphene oxide nanocomposite for electrochemical determination of ascorbic acid and dopamine and for photocatalytic applications,Materials Today Chemistry,10.1016/j.mtchem.2019.02.001,https://api.crossref.org/works/10.1016/j.mtchem.2019.02.001.xml,https://journalsearches.com/journal.php?title=Materials Today Chemistry,7, NO,,https://www.resurchify.com/find/?query=nan,7.52,317
2352,Enhanced electrochemical energy storage properties of carbon coated Co<sub>3</sub>O<sub>4</sub> nanoparticles-reduced graphene oxide ternary nano-hybrids,X-ray diffraction determination of the degree of crystallinity of cellulose using a computer,Fibre Chemistry,10.1007/BF00557189,https://api.crossref.org/works/10.1007/BF00557189.xml,https://journalsearches.com/journal.php?title=Fibre Chemistry,0.4, NO,,https://www.resurchify.com/find/?query=,,
2353,Enhanced electrochemical energy storage properties of carbon coated Co<sub>3</sub>O<sub>4</sub> nanoparticles-reduced graphene oxide ternary nano-hybrids,"
                    Preparation of Fe
                    3
                    O
                    4
                    @ZrO
                    2
                    Core−Shell Microspheres as Affinity Probes for Selective Enrichment and Direct Determination of Phosphopeptides Using Matrix-Assisted Laser Desorption Ionization Mass Spectrometry
                  ",Journal of Proteome Research,10.1021/pr070167s,https://api.crossref.org/works/10.1021/pr070167s.xml,https://journalsearches.com/journal.php?title=Journal of Proteome Research,7.2, NO,15353893,https://www.resurchify.com/find/?query=15353893,5.19,168
2354,Enhanced electrochemical energy storage properties of carbon coated Co<sub>3</sub>O<sub>4</sub> nanoparticles-reduced graphene oxide ternary nano-hybrids,Conductivity and Capacitance Properties of a Supercapacitor Based on Nafion Electrolyte in a Nonaqueous System,Electrochemical and Solid-State Letters,10.1149/1.1808095,https://api.crossref.org/works/10.1149/1.1808095.xml,https://journalsearches.com/journal.php?title=Electrochemical and Solid-State Letters,,,10990062,https://www.resurchify.com/find/?query=10990062,,
2355,Flake-like MoS<sub>2</sub> nano-architecture and its nanocomposite with reduced Graphene Oxide for hybrid supercapacitors applications,Graphene-based materials for high-voltage and high-energy asymmetric supercapacitors,Energy Storage Materials,10.1016/j.ensm.2016.10.003,https://api.crossref.org/works/10.1016/j.ensm.2016.10.003.xml,https://journalsearches.com/journal.php?title=Energy Storage Materials,19.9, NO,,https://www.resurchify.com/find/?query=nan,7.52,317
2356,Synthesis and characterization of MoO<sub>3</sub>/CoFe<sub>2</sub>O<sub>4</sub> nanocomposite for photocatalytic applications,"
                    Recyclable MoO
                    3
                    nanobelts for photocatalytic degradation of Rhodamine B by near infrared irradiation
                  ",International Journal of Chemical Kinetics,10.1002/kin.21223,https://api.crossref.org/works/10.1002/kin.21223.xml,https://journalsearches.com/journal.php?title=International Journal of Chemical Kinetics,2.5, NO,05388066,https://www.resurchify.com/find/?query=05388066,1.53,71
2357,Synthesis and characterization of MoO<sub>3</sub>/CoFe<sub>2</sub>O<sub>4</sub> nanocomposite for photocatalytic applications,"
                    Synthesis of metal ferrite (MFe
                    2
                    O
                    4
                    , M = Co, Cu, Mg, Ni, Zn) nanoparticles as humidity sensor materials
                  ",Journal of Experimental Nanoscience,10.1080/17458080.2012.690893,https://api.crossref.org/works/10.1080/17458080.2012.690893.xml,https://journalsearches.com/journal.php?title=Journal of Experimental Nanoscience,4.2, YES,17458080,https://www.resurchify.com/find/?query=17458080,1.98,42
2358,Structural and photocatalytic properties of new rare earth La<sup>3+</sup> substituted MnFe<sub>2</sub>O<sub>4</sub> ferrite nanoparticles,Natural dyeing application of used coffee grounds as a potential resource,"International Journal of Fashion Design, Technology and Education",10.1080/17543266.2019.1640291,https://api.crossref.org/works/10.1080/17543266.2019.1640291.xml,"https://journalsearches.com/journal.php?title=International Journal of Fashion Design, Technology and Education",2.4, NO,17543266,https://www.resurchify.com/find/?query=17543266,1.66,18
2359,Structural and photocatalytic properties of new rare earth La<sup>3+</sup> substituted MnFe<sub>2</sub>O<sub>4</sub> ferrite nanoparticles,Preparation of inorganic nanoparticles in oil-in-water microemulsions: A soft and versatile approach,Current Opinion in Colloid & Interface Science,10.1016/j.cocis.2012.06.007,https://api.crossref.org/works/10.1016/j.cocis.2012.06.007.xml,https://journalsearches.com/journal.php?title=Current Opinion in Colloid & Interface Science,,,,https://www.resurchify.com/find/?query=,,
2360,"Erbium substituted nickel–cobalt spinel ferrite nanoparticles: Tailoring the structural, magnetic and electrical parameters",New Mg0.5CoxZn0.5−xFe2O4 nano-ferrites: Structural elucidation and electromagnetic behavior evaluation,Current Applied Physics,10.1016/j.cap.2014.02.021,https://api.crossref.org/works/10.1016/j.cap.2014.02.021.xml,https://journalsearches.com/journal.php?title=Current Applied Physics,4.3, NO,15671739,https://www.resurchify.com/find/?query=15671739,2.64,91
2361,"Erbium substituted nickel–cobalt spinel ferrite nanoparticles: Tailoring the structural, magnetic and electrical parameters","Structural, Morphological, Electrical and Magnetic Properties of Yttrium-Substituted Co-Zn Ferrites Synthesized by Double Sintering Technique",Journal of Superconductivity and Novel Magnetism,10.1007/s10948-019-5104-6,https://api.crossref.org/works/10.1007/s10948-019-5104-6.xml,https://journalsearches.com/journal.php?title=Journal of Superconductivity and Novel Magnetism,2.5, NO,15571939,https://www.resurchify.com/find/?query=15571939,1.55,50
2362,"Erbium substituted nickel–cobalt spinel ferrite nanoparticles: Tailoring the structural, magnetic and electrical parameters",Dielectric Properties of and Conductivity in Ferrites,Proceedings of the IRE,10.1109/JRPROC.1956.274952,https://api.crossref.org/works/10.1109/JRPROC.1956.274952.xml,https://journalsearches.com/journal.php?title=Proceedings of the IRE,,,00968390,https://www.resurchify.com/find/?query=00968390,,
2363,"Erbium substituted nickel–cobalt spinel ferrite nanoparticles: Tailoring the structural, magnetic and electrical parameters",Electrical conductivity in oxides of manganese and related compounds,Physica,10.1016/0031-8914(61)90079-9,https://api.crossref.org/works/10.1016/0031-8914(61)90079-9.xml,https://journalsearches.com/journal.php?title=Physica,,,00318914,https://www.resurchify.com/find/?query=00318914,,
2364,"Erbium substituted nickel–cobalt spinel ferrite nanoparticles: Tailoring the structural, magnetic and electrical parameters",New Er3+-substituted NiFe2O4 Nanoparticles and their Nano-heterostructures with Graphene for Visible Light-Driven Photo-catalysis and other Potential Applications,Current Nanoscience,10.2174/1573413714666180911101337,https://api.crossref.org/works/10.2174/1573413714666180911101337.xml,https://journalsearches.com/journal.php?title=Current Nanoscience,3.1, NO,15734137,https://www.resurchify.com/find/?query=15734137,1.52,47
2365,DyCr<sub>x</sub>Fe<sub>(1-x)</sub>O<sub>3</sub> nanoparticles prepared by wet chemical technique for photocatalytic applications,Electrochemistry: as cause and cure in water pollution—an overview,Environmental Chemistry Letters,10.1007/s10311-013-0434-2,https://api.crossref.org/works/10.1007/s10311-013-0434-2.xml,https://journalsearches.com/journal.php?title=Environmental Chemistry Letters,10.2, NO,16103653,https://www.resurchify.com/find/?query=16103653,13.51,78
2366,DyCr<sub>x</sub>Fe<sub>(1-x)</sub>O<sub>3</sub> nanoparticles prepared by wet chemical technique for photocatalytic applications,Rational Solution-assisted Synthesis of Copper Sulfide Nanoparticles for Ultrahigh-rate Electrochemical Energy Storage,AAAFM Energy,10.24911/AAAFM/Energy/23-1559239669,https://api.crossref.org/works/10.24911/AAAFM/Energy/23-1559239669.xml,https://journalsearches.com/journal.php?title=AAAFM Energy,,,,https://www.resurchify.com/find/?query=,,
2367,DyCr<sub>x</sub>Fe<sub>(1-x)</sub>O<sub>3</sub> nanoparticles prepared by wet chemical technique for photocatalytic applications,Photocatalytic activity and doping effects of BiFeO3 nanoparticles in model organic dyes,Heliyon,10.1016/j.heliyon.2020.e03237,https://api.crossref.org/works/10.1016/j.heliyon.2020.e03237.xml,https://journalsearches.com/journal.php?title=Heliyon,2.1, YES,,https://www.resurchify.com/find/?query=nan,7.52,317
2368,DyCr<sub>x</sub>Fe<sub>(1-x)</sub>O<sub>3</sub> nanoparticles prepared by wet chemical technique for photocatalytic applications,"
                    Preparation of Multiferroic YFeO
                    3
                    Nanofibers and the Photocatalytic Activity under Visible Irradiation
                  ",Integrated Ferroelectrics,10.1080/10584587.2020.1728631,https://api.crossref.org/works/10.1080/10584587.2020.1728631.xml,https://journalsearches.com/journal.php?title=Integrated Ferroelectrics,1.1, NO,10584587,https://www.resurchify.com/find/?query=10584587,0.86,39
2369,"Synthesis, characterization and photocatalytic parameters investigation of a new CuFe<sub>2</sub>O<sub>4</sub>/Bi<sub>2</sub>O<sub>3</sub> nanocomposite",Photocatalytic rendition of Zn2+-doped Bi2O3 nanoparticles,Photonics and Nanostructures - Fundamentals and Applications,10.1016/j.photonics.2018.05.008,https://api.crossref.org/works/10.1016/j.photonics.2018.05.008.xml,https://journalsearches.com/journal.php?title=Photonics and Nanostructures - Fundamentals and Applications,4.4, NO,15694410,https://www.resurchify.com/find/?query=15694410,3.16,43
2370,"Cu<sub>x</sub>Ni<sub>1-x</sub>O nanostructures and their nanocomposites with reduced graphene oxide: Synthesis, characterization, and photocatalytic applications",Facile synthesis of nickel oxide nanoparticles for the degradation of Methylene blue and Rhodamine B dye: a comparative study,Journal of Taibah University for Science,10.1080/16583655.2019.1686248,https://api.crossref.org/works/10.1080/16583655.2019.1686248.xml,https://journalsearches.com/journal.php?title=Journal of Taibah University for Science,,,,https://www.resurchify.com/find/?query=,,
2371,"Cu<sub>x</sub>Ni<sub>1-x</sub>O nanostructures and their nanocomposites with reduced graphene oxide: Synthesis, characterization, and photocatalytic applications",Photoactive antimicrobial nanomaterials,Journal of Materials Chemistry B,10.1039/C7TB01860F,https://api.crossref.org/works/10.1039/C7TB01860F.xml,https://journalsearches.com/journal.php?title=Journal of Materials Chemistry B,9.1, NO,20507518,https://www.resurchify.com/find/?query=20507518,6.97,113
2372,"Cu<sub>x</sub>Ni<sub>1-x</sub>O nanostructures and their nanocomposites with reduced graphene oxide: Synthesis, characterization, and photocatalytic applications",Copper-Doped Nickle-Oxide Nanoparticles for Photocatalytic Degradation of Erichrome Black-T and Methylene Blue and Its Solar Cell Applications,Journal of Nanoelectronics and Optoelectronics,10.1166/jno.2019.2551,https://api.crossref.org/works/10.1166/jno.2019.2551.xml,https://journalsearches.com/journal.php?title=Journal of Nanoelectronics and Optoelectronics,"Engineering, Electrical & Electronic | Nanoscience & Nanotechnology | Physics, Applied",English,1555130X,https://www.resurchify.com/find/?query=1555130X,,
2373,"Cu<sub>x</sub>Ni<sub>1-x</sub>O nanostructures and their nanocomposites with reduced graphene oxide: Synthesis, characterization, and photocatalytic applications",Influence of nitrogen doping on properties of NiO films,Surface Engineering,10.1179/1743294414Y.0000000380,https://api.crossref.org/works/10.1179/1743294414Y.0000000380.xml,https://journalsearches.com/journal.php?title=Surface Engineering,3.9, NO,02670844,https://www.resurchify.com/find/?query=02670844,,
2374,"Cu<sub>x</sub>Ni<sub>1-x</sub>O nanostructures and their nanocomposites with reduced graphene oxide: Synthesis, characterization, and photocatalytic applications",Microstructural properties and antibacterial activity of Ce doped NiO through chemical method,SN Applied Sciences,10.1007/s42452-019-0232-y,https://api.crossref.org/works/10.1007/s42452-019-0232-y.xml,https://journalsearches.com/journal.php?title=SN Applied Sciences,1,NO,,https://www.resurchify.com/find/?query=nan,7.52,317
2375,"Cu<sub>x</sub>Ni<sub>1-x</sub>O nanostructures and their nanocomposites with reduced graphene oxide: Synthesis, characterization, and photocatalytic applications","Physisorption of gases, with special reference to the evaluation of surface area and pore size distribution (IUPAC Technical Report)",Pure and Applied Chemistry,10.1515/pac-2014-1117,https://api.crossref.org/works/10.1515/pac-2014-1117.xml,https://journalsearches.com/journal.php?title=Pure and Applied Chemistry,3.6, NO,00334545,https://www.resurchify.com/find/?query=00334545,,
2376,"Cu<sub>x</sub>Ni<sub>1-x</sub>O nanostructures and their nanocomposites with reduced graphene oxide: Synthesis, characterization, and photocatalytic applications",Influence of the NiO nanoparticles on the ionic conductivity of the agar-based electrolyte,Polímeros Ciência e Tecnologia,10.4322/polimeros.2014.055,https://api.crossref.org/works/10.4322/polimeros.2014.055.xml,https://journalsearches.com/journal.php?title=Polímeros Ciência e Tecnologia,,,,https://www.resurchify.com/find/?query=,,
2377,"Cu<sub>x</sub>Ni<sub>1-x</sub>O nanostructures and their nanocomposites with reduced graphene oxide: Synthesis, characterization, and photocatalytic applications",Conductivity Enhancement of Nickel Oxide by Copper Cation Codoping for Hybrid Organic-Inorganic Light-Emitting Diodes,ACS Photonics,10.1021/acsphotonics.8b00656,https://api.crossref.org/works/10.1021/acsphotonics.8b00656.xml,https://journalsearches.com/journal.php?title=ACS Photonics,13.2, NO,,https://www.resurchify.com/find/?query=nan,7.52,317
2378,"Mn<sub>1-x</sub>Cu<sub>x</sub>O<sub>2</sub>/ reduced graphene oxide nanocomposites: Synthesis, characterization, and evaluation of visible light mediated catalytic studies",The genotoxicity of industrial wastes and effluents,Mutation Research/Reviews in Genetic Toxicology,10.1016/0165-1110(92)90001-P,https://api.crossref.org/works/10.1016/0165-1110(92)90001-P.xml,https://journalsearches.com/journal.php?title=Mutation Research/Reviews in Genetic Toxicology,,,,https://www.resurchify.com/find/?query=,,
2379,"Mn<sub>1-x</sub>Cu<sub>x</sub>O<sub>2</sub>/ reduced graphene oxide nanocomposites: Synthesis, characterization, and evaluation of visible light mediated catalytic studies",Hierarchically porous CuO microspheres and their r-GO based nanohybrids for electrochemical supercapacitors applications,Journal of Materials Research and Technology,10.1016/j.jmrt.2020.09.110,https://api.crossref.org/works/10.1016/j.jmrt.2020.09.110.xml,https://journalsearches.com/journal.php?title=Journal of Materials Research and Technology,3.5, YES,,https://www.resurchify.com/find/?query=nan,7.52,317
2380,"Mn<sub>1-x</sub>Cu<sub>x</sub>O<sub>2</sub>/ reduced graphene oxide nanocomposites: Synthesis, characterization, and evaluation of visible light mediated catalytic studies",Synthesis of Mn 3 O 4 nanoparticles via a facile gel formation route and study of their phase and structural transformation with distinct surface morphology upon heat treatment,Journal of Saudi Chemical Society,10.1016/j.jscs.2017.03.008,https://api.crossref.org/works/10.1016/j.jscs.2017.03.008.xml,https://journalsearches.com/journal.php?title=Journal of Saudi Chemical Society,7.6, YES,13196103,https://www.resurchify.com/find/?query=13196103,4.66,55
2381,Fabrication of different conductive matrix supported binary metal oxides for supercapacitors applications,Study of Fe–Co mixed metal oxide nanoparticles in the catalytic low-temperature CO oxidation,Process Safety and Environmental Protection,10.1016/j.psep.2012.10.015,https://api.crossref.org/works/10.1016/j.psep.2012.10.015.xml,https://journalsearches.com/journal.php?title=Process Safety and Environmental Protection,8.9, NO,,https://www.resurchify.com/find/?query=,,
2382,Fabrication of different conductive matrix supported binary metal oxides for supercapacitors applications,Synthesis of dihydroquinazolinone and octahydroquinazolinone and benzimidazoloquinazolinone derivatives catalyzed by an efficient magnetically recoverable GO-based nanocomposite,Journal of Porous Materials,10.1007/s10934-018-0592-5,https://api.crossref.org/works/10.1007/s10934-018-0592-5.xml,https://journalsearches.com/journal.php?title=Journal of Porous Materials,3.7, NO,13802224,https://www.resurchify.com/find/?query=13802224,2.45,58
2383,Fabrication of binary metal doped CuO nanocatalyst and their application for the industrial effluents treatment,"
                    Synthesis of CuO/Co
                    3
                    O
                    4
                    Coaxial Heterostructures for Efficient and Recycling Photodegradation
                  ",International Journal of Photoenergy,10.1155/2015/183468,https://api.crossref.org/works/10.1155/2015/183468.xml,https://journalsearches.com/journal.php?title=International Journal of Photoenergy,3.8, YES,1110662X,https://www.resurchify.com/find/?query=1110662X,2.52,56
2384,Synthesis and Characterization of Hetero-metallic Oxides-Reduced Graphene Oxide Nanocomposites for Photocatalytic Applications,Synthesis of porous few-layer carbon nitride with excellent photocatalytic nitrogen fixation,Journal of Materiomics,10.1016/j.jmat.2020.01.006,https://api.crossref.org/works/10.1016/j.jmat.2020.01.006.xml,https://journalsearches.com/journal.php?title=Journal of Materiomics,8.8, YES,23528478,https://www.resurchify.com/find/?query=23528478,7.96,41
2385,Synthesis and Characterization of Hetero-metallic Oxides-Reduced Graphene Oxide Nanocomposites for Photocatalytic Applications,Simple synthesis conditions of WO<sub>3</sub> hydrate nanorods by solvothermal process,Transactions of the Materials Research Society of Japan,10.14723/tmrsj.39.423,https://api.crossref.org/works/10.14723/tmrsj.39.423.xml,https://journalsearches.com/journal.php?title=Transactions of the Materials Research Society of Japan,,,,https://www.resurchify.com/find/?query=,,
2386,Synthesis and Characterization of Hetero-metallic Oxides-Reduced Graphene Oxide Nanocomposites for Photocatalytic Applications,"
                    The optical band gap of LiTaO
                    3
                    and Nb
                    2
                    O
                    5
                    -doped LiTaO
                    3
                    thin films based on Tauc Plot method to be applied on satellite
                  ",IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/54/1/012092,https://api.crossref.org/works/10.1088/1755-1315/54/1/012092.xml,https://journalsearches.com/journal.php?title=IOP Conference Series: Earth and Environmental Science,0.5, NO,,https://www.resurchify.com/find/?query=,,
2387,Poly- and perfluoroalkyl substances (PFASs) in indoor dust and food packaging materials in Egypt: Trends in developed and developing countries,Perfluorochemicals: Potential sources of and migration from food packaging,Food Additives and Contaminants,10.1080/02652030500183474,https://api.crossref.org/works/10.1080/02652030500183474.xml,https://journalsearches.com/journal.php?title=Food Additives and Contaminants,,,0265203X,https://www.resurchify.com/find/?query=0265203X,,
2388,Poly- and perfluoroalkyl substances (PFASs) in indoor dust and food packaging materials in Egypt: Trends in developed and developing countries,"Perfluoroalkyl and polyfluoroalkyl substances in the environment: Terminology, classification, and origins",Integrated Environmental Assessment and Management,10.1002/ieam.258,https://api.crossref.org/works/10.1002/ieam.258.xml,https://journalsearches.com/journal.php?title=Integrated Environmental Assessment and Management,3.7, NO,,https://www.resurchify.com/find/?query=,,
2389,Poly- and perfluoroalkyl substances (PFASs) in indoor dust and food packaging materials in Egypt: Trends in developed and developing countries,"Exploring Indirect Sources of Human Exposure to Perfluoroalkyl Carboxylates (PFCAs): Evaluating Uptake, Elimination, and Biotransformation of Polyfluoroalkyl Phosphate Esters (PAPs) in the Rat",Environmental Health Perspectives,10.1289/ehp.1002409,https://api.crossref.org/works/10.1289/ehp.1002409.xml,https://journalsearches.com/journal.php?title=Environmental Health Perspectives,15.4, YES,00916765,https://www.resurchify.com/find/?query=00916765,7.31,297
2390,Poly- and perfluoroalkyl substances (PFASs) in indoor dust and food packaging materials in Egypt: Trends in developed and developing countries,"Absorption, Distribution, Metabolism, and Elimination of 8-2 Fluorotelomer Alcohol in the Rat",Toxicological Sciences,10.1093/toxsci/kfj160,https://api.crossref.org/works/10.1093/toxsci/kfj160.xml,https://journalsearches.com/journal.php?title=Toxicological Sciences,7.5, NO,10966080,https://www.resurchify.com/find/?query=10966080,3.72,193
2391,Poly- and perfluoroalkyl substances (PFASs) in indoor dust and food packaging materials in Egypt: Trends in developed and developing countries,Metabolic products and pathways of fluorotelomer alcohols in isolated rat hepatocytes,Chemico-Biological Interactions,10.1016/j.cbi.2005.06.007,https://api.crossref.org/works/10.1016/j.cbi.2005.06.007.xml,https://journalsearches.com/journal.php?title=Chemico-Biological Interactions,7.1, NO,00092797,https://www.resurchify.com/find/?query=00092797,,
2392,Poly- and perfluoroalkyl substances (PFASs) in indoor dust and food packaging materials in Egypt: Trends in developed and developing countries,Fluorochemicals used in food packaging inhibit male sex hormone synthesis,Toxicology and Applied Pharmacology,10.1016/j.taap.2012.10.022,https://api.crossref.org/works/10.1016/j.taap.2012.10.022.xml,https://journalsearches.com/journal.php?title=Toxicology and Applied Pharmacology,6.2, NO,0041008X,https://www.resurchify.com/find/?query=0041008X,4.14,175
2393,Poly- and perfluoroalkyl substances (PFASs) in indoor dust and food packaging materials in Egypt: Trends in developed and developing countries,Perfluorooctanoic acid (PFOA) — main concerns and regulatory developments in Europe from an environmental point of view,Environmental Sciences Europe,10.1186/2190-4715-24-16,https://api.crossref.org/works/10.1186/2190-4715-24-16.xml,https://journalsearches.com/journal.php?title=Environmental Sciences Europe,4.9, YES,21904707,https://www.resurchify.com/find/?query=21904707,4.65,39
2394,Novel Z-Scheme/Type-II CdS@ZnO/g-C<sub>3</sub>N<sub>4</sub> ternary nanocomposites for the durable photodegradation of organics: Kinetic and mechanistic insights,Photocatalytic decolorization of methylene blue using TiO2/UV system enhanced by air sparging,Alexandria Engineering Journal,10.1016/j.aej.2018.07.018,https://api.crossref.org/works/10.1016/j.aej.2018.07.018.xml,https://journalsearches.com/journal.php?title=Alexandria Engineering Journal,Yes,English,,https://www.resurchify.com/find/?query=,,
2395,Novel Z-Scheme/Type-II CdS@ZnO/g-C<sub>3</sub>N<sub>4</sub> ternary nanocomposites for the durable photodegradation of organics: Kinetic and mechanistic insights,Facile production of ultrathin graphitic carbon nitride nanoplatelets for efficient visible-light water splitting,Nano Research,10.1007/s12274-014-0675-9,https://api.crossref.org/works/10.1007/s12274-014-0675-9.xml,https://journalsearches.com/journal.php?title=Nano Research,14.4, NO,19980124,https://www.resurchify.com/find/?query=19980124,10.01,136
2396,Novel Z-Scheme/Type-II CdS@ZnO/g-C<sub>3</sub>N<sub>4</sub> ternary nanocomposites for the durable photodegradation of organics: Kinetic and mechanistic insights,A facile synthesis route for preparing aqueous colloidal CdS quantum dots with size-tunable optical properties,Journal of Luminescence,10.1016/j.jlumin.2018.06.021,https://api.crossref.org/works/10.1016/j.jlumin.2018.06.021.xml,https://journalsearches.com/journal.php?title=Journal of Luminescence,6.1, NO,00222313,https://www.resurchify.com/find/?query=00222313,,
2397,Novel Z-Scheme/Type-II CdS@ZnO/g-C<sub>3</sub>N<sub>4</sub> ternary nanocomposites for the durable photodegradation of organics: Kinetic and mechanistic insights,Hot injection blended tunable CdS quantum dots for production of blue LED and a selective detection of Cu2+ ions in aqueous medium,Optics & Laser Technology,10.1016/j.optlastec.2019.03.001,https://api.crossref.org/works/10.1016/j.optlastec.2019.03.001.xml,https://journalsearches.com/journal.php?title=Optics & Laser Technology,Yes,English,,https://www.resurchify.com/find/?query=,,
2398,Novel Z-Scheme/Type-II CdS@ZnO/g-C<sub>3</sub>N<sub>4</sub> ternary nanocomposites for the durable photodegradation of organics: Kinetic and mechanistic insights,Synthesis of BaWO4/NRGO–g-C3N4 nanocomposites with excellent multifunctional catalytic performance via microwave approach,Frontiers of Materials Science,10.1007/s11706-018-0433-0,https://api.crossref.org/works/10.1007/s11706-018-0433-0.xml,https://journalsearches.com/journal.php?title=Frontiers of Materials Science,3.3, NO,2095025X,https://www.resurchify.com/find/?query=2095025X,2.37,34
2399,Novel Z-Scheme/Type-II CdS@ZnO/g-C<sub>3</sub>N<sub>4</sub> ternary nanocomposites for the durable photodegradation of organics: Kinetic and mechanistic insights,"Determination of rhodamine B in soft drink, waste water and lipstick samples after solid phase extraction",Food and Chemical Toxicology,10.1016/j.fct.2011.04.030,https://api.crossref.org/works/10.1016/j.fct.2011.04.030.xml,https://journalsearches.com/journal.php?title=Food and Chemical Toxicology,8.6, NO,02786915,https://www.resurchify.com/find/?query=02786915,4.58,183
2400,Novel Z-Scheme/Type-II CdS@ZnO/g-C<sub>3</sub>N<sub>4</sub> ternary nanocomposites for the durable photodegradation of organics: Kinetic and mechanistic insights,"
                    An Overview on the Photocatalytic Activity of Nano-Doped-
                    

TiO
2


                    in the Degradation of Organic Pollutants
                  ",ISRN Materials Science,10.5402/2011/261219,https://api.crossref.org/works/10.5402/2011/261219.xml,https://journalsearches.com/journal.php?title=ISRN Materials Science,,,,https://www.resurchify.com/find/?query=,,
